Vendor Location,Participant Category,Year Month,Number of Participants Redeemed,Number Vouchers Redeemed,Total Cost Vouchers,Average Cost,Statewide Infant Formula Rebate,Total Cost Vouchers Adjusted,Average Cost Adjusted,State Average Cost Adjusted
CALAVERAS,Breastfeeding Mother,2010-01,60,229,"$3,500.67",$58.34,,,,
CALAVERAS,Breastfeeding Mother,2010-02,56,202,"$3,101.73",$55.39,,,,
CALAVERAS,Breastfeeding Mother,2010-03,56,215,"$3,204.11",$57.22,,,,
CALAVERAS,Breastfeeding Mother,2010-04,53,213,"$3,089.88",$58.30,,,,
CALAVERAS,Breastfeeding Mother,2010-05,53,194,"$2,601.14",$49.08,,,,
CALAVERAS,Breastfeeding Mother,2010-06,66,244,"$3,365.27",$50.99,,,,
CALAVERAS,Breastfeeding Mother,2010-07,58,226,"$3,093.05",$53.33,,,,
CALAVERAS,Breastfeeding Mother,2010-08,69,223,"$3,107.66",$45.04,,,,
CALAVERAS,Breastfeeding Mother,2010-09,65,232,"$3,217.48",$49.50,,,,
CALAVERAS,Breastfeeding Mother,2010-10,58,224,"$3,087.56",$53.23,,,,
CALAVERAS,Breastfeeding Mother,2010-11,61,239,"$3,397.64",$55.70,,,,
CALAVERAS,Breastfeeding Mother,2010-12,52,188,"$2,582.64",$49.67,,,,
CALAVERAS,Breastfeeding Mother,2011-01,58,213,"$3,053.02",$52.64,,,,
CALAVERAS,Breastfeeding Mother,2011-02,55,206,"$2,898.81",$52.71,,,,
CALAVERAS,Breastfeeding Mother,2011-03,55,209,"$3,094.31",$56.26,,,,
CALAVERAS,Breastfeeding Mother,2011-04,63,254,"$3,752.11",$59.56,,,,
CALAVERAS,Breastfeeding Mother,2011-05,60,228,"$3,441.02",$57.35,,,,
CALAVERAS,Breastfeeding Mother,2011-06,59,234,"$3,608.37",$61.16,,,,
CALAVERAS,Breastfeeding Mother,2011-07,69,269,"$4,134.57",$59.92,,,,
CALAVERAS,Breastfeeding Mother,2011-08,66,245,"$3,845.88",$58.27,,,,
CALAVERAS,Breastfeeding Mother,2011-09,68,261,"$4,066.29",$59.80,,,,
CALAVERAS,Breastfeeding Mother,2011-10,70,288,"$4,419.17",$63.13,,,,
CALAVERAS,Breastfeeding Mother,2011-11,72,264,"$4,192.42",$58.23,,,,
CALAVERAS,Breastfeeding Mother,2011-12,69,259,"$4,115.95",$59.65,,,,
CALAVERAS,Breastfeeding Mother,2012-01,75,283,"$4,392.59",$58.57,,,,
CALAVERAS,Breastfeeding Mother,2012-02,71,272,"$4,279.67",$60.28,,,,
CALAVERAS,Breastfeeding Mother,2012-03,63,240,"$3,715.55",$58.98,,,,
CALAVERAS,Breastfeeding Mother,2012-04,70,243,"$3,717.62",$53.11,,,,
CALAVERAS,Breastfeeding Mother,2012-05,78,280,"$4,320.63",$55.39,,,,
CALAVERAS,Breastfeeding Mother,2012-06,73,268,"$4,059.18",$55.61,,,,
CALAVERAS,Breastfeeding Mother,2012-07,77,280,"$4,418.44",$57.38,,,,
CALAVERAS,Breastfeeding Mother,2012-08,71,278,"$4,418.91",$62.24,,,,
CALAVERAS,Breastfeeding Mother,2012-09,77,285,"$4,574.60",$59.41,,,,
CALAVERAS,Breastfeeding Mother,2012-10,74,269,"$4,394.13",$59.38,,,,
CALAVERAS,Breastfeeding Mother,2012-11,71,271,"$4,485.27",$63.17,,,,
CALAVERAS,Breastfeeding Mother,2012-12,63,231,"$3,664.94",$58.17,,,,
CALAVERAS,Breastfeeding Mother,2013-01,60,225,"$3,716.16",$61.94,,,,
CALAVERAS,Breastfeeding Mother,2013-02,56,203,"$3,330.74",$59.48,,,,
CALAVERAS,Breastfeeding Mother,2013-03,61,233,"$3,916.41",$64.20,,,,
CALAVERAS,Breastfeeding Mother,2013-04,59,220,"$3,632.60",$61.57,,,,
CALAVERAS,Breastfeeding Mother,2013-05,65,242,"$3,878.08",$59.66,,,,
CALAVERAS,Breastfeeding Mother,2013-06,65,238,"$3,905.58",$60.09,,,,
CALAVERAS,Breastfeeding Mother,2013-07,62,240,"$3,977.75",$64.16,,,,
CALAVERAS,Breastfeeding Mother,2013-08,75,281,"$4,706.91",$62.76,,,,
CALAVERAS,Breastfeeding Mother,2013-09,75,282,"$4,774.43",$63.66,,,,
CALAVERAS,Breastfeeding Mother,2013-10,70,242,"$4,077.94",$58.26,,,,
CALAVERAS,Breastfeeding Mother,2013-11,62,213,"$3,659.54",$59.02,,,,
CALAVERAS,Breastfeeding Mother,2013-12,63,233,"$3,891.95",$61.78,,,,
CALAVERAS,Breastfeeding Mother,2014-01,62,237,"$4,047.81",$65.29,,,,
CALAVERAS,Breastfeeding Mother,2014-02,66,246,"$4,243.77",$64.30,,,,
CALAVERAS,Breastfeeding Mother,2014-03,67,246,"$4,125.70",$61.58,,,,
CALAVERAS,Breastfeeding Mother,2014-04,65,245,"$4,050.67",$62.32,,,,
CALAVERAS,Breastfeeding Mother,2014-05,75,271,"$4,511.74",$60.16,,,,
CALAVERAS,Breastfeeding Mother,2014-06,70,260,"$4,388.27",$62.69,,,,
CALAVERAS,Breastfeeding Mother,2014-07,72,260,"$4,386.96",$60.93,,,,
CALAVERAS,Breastfeeding Mother,2014-08,62,241,"$4,062.06",$65.52,,,,
CALAVERAS,Breastfeeding Mother,2014-09,63,243,"$4,080.94",$64.78,,,,
CALAVERAS,Breastfeeding Mother,2014-10,67,238,"$4,056.42",$60.54,,,,
CALAVERAS,Breastfeeding Mother,2014-11,67,255,"$4,384.23",$65.44,,,,
CALAVERAS,Breastfeeding Mother,2014-12,60,235,"$4,048.36",$67.47,,,,
CALAVERAS,Breastfeeding Mother,2015-01,69,256,"$4,437.86",$64.32,,,,
CALAVERAS,Breastfeeding Mother,2015-02,76,275,"$4,636.13",$61.00,,,,
CALAVERAS,Breastfeeding Mother,2015-03,57,222,"$3,802.78",$66.72,,,,
CALAVERAS,Breastfeeding Mother,2015-04,68,241,"$4,024.26",$59.18,,,,
CALAVERAS,Breastfeeding Mother,2015-05,83,292,"$4,750.14",$57.23,,,,
CALAVERAS,Breastfeeding Mother,2015-06,80,292,"$4,902.99",$61.29,,,,
CALAVERAS,Breastfeeding Mother,2015-07,70,254,"$4,272.96",$61.04,,,,
CALAVERAS,Breastfeeding Mother,2015-08,75,277,"$4,644.54",$61.93,,,,
CALAVERAS,Breastfeeding Mother,2015-09,66,241,"$3,989.08",$60.44,,,,
CALAVERAS,Breastfeeding Mother,2015-10,56,205,"$3,396.96",$60.66,,,,
CALAVERAS,Breastfeeding Mother,2015-11,52,188,"$3,144.92",$60.48,,,,
CALAVERAS,Breastfeeding Mother,2015-12,42,161,"$2,626.50",$62.54,,,,
CALAVERAS,Breastfeeding Mother,2016-01,63,217,"$3,533.24",$56.08,,,,
CALAVERAS,Breastfeeding Mother,2016-02,55,195,"$3,091.72",$56.21,,,,
CALAVERAS,Breastfeeding Mother,2016-03,52,183,"$2,835.96",$54.54,,,,
CALAVERAS,Breastfeeding Mother,2016-04,62,214,"$3,428.87",$55.30,,,,
CALAVERAS,Breastfeeding Mother,2016-05,57,199,"$3,118.87",$54.72,,,,
CALAVERAS,Breastfeeding Mother,2016-06,57,190,"$3,019.26",$52.97,,,,
CALAVERAS,Breastfeeding Mother,2016-07,45,148,"$2,404.04",$53.42,,,,
CALAVERAS,Breastfeeding Mother,2016-08,50,162,"$2,485.27",$49.71,,,,
CALAVERAS,Breastfeeding Mother,2016-09,55,180,"$2,803.36",$50.97,,,,
CALAVERAS,Breastfeeding Mother,2016-10,51,166,"$2,469.81",$48.43,,,,
CALAVERAS,Breastfeeding Mother,2016-11,61,209,"$3,330.83",$54.60,,,,
CALAVERAS,Breastfeeding Mother,2016-12,61,232,"$3,631.07",$59.53,,,,
CALAVERAS,Child,2010-01,432,"1,463","$20,059.55",$46.43,,,,
CALAVERAS,Child,2010-02,421,"1,444","$19,731.79",$46.87,,,,
CALAVERAS,Child,2010-03,430,"1,483","$19,926.52",$46.34,,,,
CALAVERAS,Child,2010-04,434,"1,466","$19,235.10",$44.32,,,,
CALAVERAS,Child,2010-05,416,"1,439","$17,872.25",$42.96,,,,
CALAVERAS,Child,2010-06,415,"1,376","$16,707.97",$40.26,,,,
CALAVERAS,Child,2010-07,423,"1,383","$16,769.64",$39.64,,,,
CALAVERAS,Child,2010-08,403,"1,363","$16,759.39",$41.59,,,,
CALAVERAS,Child,2010-09,402,"1,395","$17,079.81",$42.49,,,,
CALAVERAS,Child,2010-10,408,"1,357","$16,671.61",$40.86,,,,
CALAVERAS,Child,2010-11,396,"1,302","$16,191.58",$40.89,,,,
CALAVERAS,Child,2010-12,379,"1,240","$15,154.06",$39.98,,,,
CALAVERAS,Child,2011-01,397,"1,329","$16,419.67",$41.36,,,,
CALAVERAS,Child,2011-02,368,"1,237","$15,139.97",$41.14,,,,
CALAVERAS,Child,2011-03,401,"1,349","$16,872.24",$42.08,,,,
CALAVERAS,Child,2011-04,410,"1,405","$17,816.70",$43.46,,,,
CALAVERAS,Child,2011-05,399,"1,329","$16,825.55",$42.17,,,,
CALAVERAS,Child,2011-06,419,"1,421","$18,321.19",$43.73,,,,
CALAVERAS,Child,2011-07,424,"1,422","$18,423.53",$43.45,,,,
CALAVERAS,Child,2011-08,410,"1,413","$18,518.75",$45.17,,,,
CALAVERAS,Child,2011-09,415,"1,348","$17,671.26",$42.58,,,,
CALAVERAS,Child,2011-10,407,"1,345","$17,793.31",$43.72,,,,
CALAVERAS,Child,2011-11,407,"1,331","$17,721.62",$43.54,,,,
CALAVERAS,Child,2011-12,391,"1,309","$17,582.99",$44.97,,,,
CALAVERAS,Child,2012-01,421,"1,390","$18,530.66",$44.02,,,,
CALAVERAS,Child,2012-02,406,"1,361","$17,775.89",$43.78,,,,
CALAVERAS,Child,2012-03,392,"1,330","$17,441.31",$44.49,,,,
CALAVERAS,Child,2012-04,394,"1,333","$17,499.77",$44.42,,,,
CALAVERAS,Child,2012-05,418,"1,353","$17,824.42",$42.64,,,,
CALAVERAS,Child,2012-06,405,"1,354","$17,802.86",$43.96,,,,
CALAVERAS,Child,2012-07,415,"1,351","$18,314.27",$44.13,,,,
CALAVERAS,Child,2012-08,434,"1,444","$19,873.89",$45.79,,,,
CALAVERAS,Child,2012-09,432,"1,462","$20,262.39",$46.90,,,,
CALAVERAS,Child,2012-10,413,"1,339","$18,625.36",$45.10,,,,
CALAVERAS,Child,2012-11,423,"1,353","$18,945.84",$44.79,,,,
CALAVERAS,Child,2012-12,399,"1,308","$18,436.14",$46.21,,,,
CALAVERAS,Child,2013-01,407,"1,323","$18,794.80",$46.18,,,,
CALAVERAS,Child,2013-02,396,"1,291","$18,042.28",$45.56,,,,
CALAVERAS,Child,2013-03,387,"1,273","$17,715.17",$45.78,,,,
CALAVERAS,Child,2013-04,371,"1,195","$16,953.87",$45.70,,,,
CALAVERAS,Child,2013-05,388,"1,249","$17,168.50",$44.25,,,,
CALAVERAS,Child,2013-06,382,"1,239","$17,174.98",$44.96,,,,
CALAVERAS,Child,2013-07,383,"1,249","$17,732.53",$46.30,,,,
CALAVERAS,Child,2013-08,380,"1,266","$17,589.28",$46.29,,,,
CALAVERAS,Child,2013-09,362,"1,179","$16,689.47",$46.10,,,,
CALAVERAS,Child,2013-10,364,"1,167","$16,668.51",$45.79,,,,
CALAVERAS,Child,2013-11,337,"1,105","$15,550.25",$46.14,,,,
CALAVERAS,Child,2013-12,339,"1,109","$15,697.18",$46.30,,,,
CALAVERAS,Child,2014-01,346,"1,113","$15,705.49",$45.39,,,,
CALAVERAS,Child,2014-02,360,"1,155","$16,494.93",$45.82,,,,
CALAVERAS,Child,2014-03,348,"1,112","$16,011.56",$46.01,,,,
CALAVERAS,Child,2014-04,342,"1,120","$16,104.85",$47.09,,,,
CALAVERAS,Child,2014-05,354,"1,172","$16,858.11",$47.62,,,,
CALAVERAS,Child,2014-06,351,"1,156","$16,897.81",$48.14,,,,
CALAVERAS,Child,2014-07,353,"1,155","$16,811.62",$47.62,,,,
CALAVERAS,Child,2014-08,349,"1,166","$16,971.98",$48.63,,,,
CALAVERAS,Child,2014-09,351,"1,187","$17,606.72",$50.16,,,,
CALAVERAS,Child,2014-10,327,"1,089","$16,072.65",$49.15,,,,
CALAVERAS,Child,2014-11,315,"1,047","$15,504.63",$49.22,,,,
CALAVERAS,Child,2014-12,317,"1,024","$15,533.00",$49.00,,,,
CALAVERAS,Child,2015-01,313,"1,079","$15,986.67",$51.08,,,,
CALAVERAS,Child,2015-02,314,"1,033","$15,221.53",$48.48,,,,
CALAVERAS,Child,2015-03,308,"1,043","$15,360.68",$49.87,,,,
CALAVERAS,Child,2015-04,325,"1,084","$15,612.91",$48.04,,,,
CALAVERAS,Child,2015-05,327,"1,088","$15,715.65",$48.06,,,,
CALAVERAS,Child,2015-06,360,"1,108","$15,974.08",$44.37,,,,
CALAVERAS,Child,2015-07,319,"1,039","$14,965.88",$46.91,,,,
CALAVERAS,Child,2015-08,353,"1,107","$16,149.50",$45.75,,,,
CALAVERAS,Child,2015-09,342,"1,107","$15,916.33",$46.54,,,,
CALAVERAS,Child,2015-10,309,"1,022","$14,651.34",$47.42,,,,
CALAVERAS,Child,2015-11,301,"1,016","$14,655.09",$48.69,,,,
CALAVERAS,Child,2015-12,297,974,"$13,809.43",$46.50,,,,
CALAVERAS,Child,2016-01,316,"1,031","$14,302.32",$45.26,,,,
CALAVERAS,Child,2016-02,301,979,"$13,598.66",$45.18,,,,
CALAVERAS,Child,2016-03,302,"1,006","$13,833.38",$45.81,,,,
CALAVERAS,Child,2016-04,301,"1,015","$14,187.23",$47.13,,,,
CALAVERAS,Child,2016-05,298,958,"$13,207.65",$44.32,,,,
CALAVERAS,Child,2016-06,291,951,"$13,230.34",$45.47,,,,
CALAVERAS,Child,2016-07,285,949,"$13,335.34",$46.79,,,,
CALAVERAS,Child,2016-08,288,938,"$13,044.79",$45.29,,,,
CALAVERAS,Child,2016-09,313,"1,034","$14,605.09",$46.66,,,,
CALAVERAS,Child,2016-10,302,974,"$13,702.02",$45.37,,,,
CALAVERAS,Child,2016-11,283,937,"$13,148.68",$46.46,,,,
CALAVERAS,Child,2016-12,267,845,"$12,124.79",$45.41,,,,
CALAVERAS,Infant,2010-01,124,523,"$14,500.19",$116.94,,,,
CALAVERAS,Infant,2010-02,132,504,"$13,296.84",$100.73,,,,
CALAVERAS,Infant,2010-03,128,459,"$13,794.66",$107.77,,,,
CALAVERAS,Infant,2010-04,119,351,"$12,660.03",$106.39,,,,
CALAVERAS,Infant,2010-05,120,288,"$13,069.13",$108.91,,,,
CALAVERAS,Infant,2010-06,108,258,"$11,323.88",$104.85,,,,
CALAVERAS,Infant,2010-07,108,279,"$12,434.65",$115.14,,,,
CALAVERAS,Infant,2010-08,116,293,"$12,423.49",$107.10,,,,
CALAVERAS,Infant,2010-09,112,303,"$12,828.42",$114.54,,,,
CALAVERAS,Infant,2010-10,115,305,"$13,034.70",$113.35,,,,
CALAVERAS,Infant,2010-11,119,308,"$13,591.18",$114.21,,,,
CALAVERAS,Infant,2010-12,121,298,"$13,952.25",$115.31,,,,
CALAVERAS,Infant,2011-01,129,308,"$13,971.69",$108.31,,,,
CALAVERAS,Infant,2011-02,117,306,"$13,453.60",$114.99,,,,
CALAVERAS,Infant,2011-03,117,296,"$12,921.11",$110.44,,,,
CALAVERAS,Infant,2011-04,111,312,"$11,943.83",$107.60,,,,
CALAVERAS,Infant,2011-05,125,331,"$13,482.14",$107.86,,,,
CALAVERAS,Infant,2011-06,136,378,"$15,453.26",$113.63,,,,
CALAVERAS,Infant,2011-07,133,364,"$15,083.75",$113.41,,,,
CALAVERAS,Infant,2011-08,129,358,"$14,609.95",$113.26,,,,
CALAVERAS,Infant,2011-09,116,314,"$13,995.44",$120.65,,,,
CALAVERAS,Infant,2011-10,118,327,"$14,429.66",$122.29,,,,
CALAVERAS,Infant,2011-11,124,318,"$13,851.14",$111.70,,,,
CALAVERAS,Infant,2011-12,110,296,"$12,568.20",$114.26,,,,
CALAVERAS,Infant,2012-01,112,307,"$12,745.22",$113.80,,,,
CALAVERAS,Infant,2012-02,114,319,"$13,568.44",$119.02,,,,
CALAVERAS,Infant,2012-03,114,302,"$12,682.31",$111.25,,,,
CALAVERAS,Infant,2012-04,119,323,"$13,466.32",$113.16,,,,
CALAVERAS,Infant,2012-05,114,298,"$12,281.42",$107.73,,,,
CALAVERAS,Infant,2012-06,118,320,"$13,032.41",$110.44,,,,
CALAVERAS,Infant,2012-07,126,326,"$13,815.64",$109.65,,,,
CALAVERAS,Infant,2012-08,121,307,"$13,840.68",$114.39,,,,
CALAVERAS,Infant,2012-09,112,283,"$13,397.25",$119.62,,,,
CALAVERAS,Infant,2012-10,123,331,"$13,940.51",$113.34,,,,
CALAVERAS,Infant,2012-11,124,319,"$14,170.31",$114.28,,,,
CALAVERAS,Infant,2012-12,118,300,"$13,643.62",$115.62,,,,
CALAVERAS,Infant,2013-01,111,290,"$13,381.50",$120.55,,,,
CALAVERAS,Infant,2013-02,108,297,"$13,575.31",$125.70,,,,
CALAVERAS,Infant,2013-03,111,327,"$13,065.67",$117.71,,,,
CALAVERAS,Infant,2013-04,119,335,"$13,382.26",$112.46,,,,
CALAVERAS,Infant,2013-05,103,299,"$11,819.43",$114.75,,,,
CALAVERAS,Infant,2013-06,107,288,"$12,112.99",$113.21,,,,
CALAVERAS,Infant,2013-07,106,300,"$12,659.87",$119.43,,,,
CALAVERAS,Infant,2013-08,104,283,"$12,014.97",$115.53,,,,
CALAVERAS,Infant,2013-09,97,255,"$11,435.93",$117.90,,,,
CALAVERAS,Infant,2013-10,100,235,"$11,231.82",$112.32,,,,
CALAVERAS,Infant,2013-11,96,241,"$11,594.66",$120.78,,,,
CALAVERAS,Infant,2013-12,100,261,"$12,346.66",$123.47,,,,
CALAVERAS,Infant,2014-01,105,277,"$12,705.77",$121.01,,,,
CALAVERAS,Infant,2014-02,110,286,"$13,629.60",$123.91,,,,
CALAVERAS,Infant,2014-03,101,257,"$13,066.52",$129.37,,,,
CALAVERAS,Infant,2014-04,119,290,"$14,059.06",$118.14,,,,
CALAVERAS,Infant,2014-05,112,271,"$13,122.24",$117.16,,,,
CALAVERAS,Infant,2014-06,109,285,"$12,812.77",$117.55,,,,
CALAVERAS,Infant,2014-07,101,269,"$11,910.47",$117.93,,,,
CALAVERAS,Infant,2014-08,105,288,"$12,672.31",$120.69,,,,
CALAVERAS,Infant,2014-09,109,290,"$13,865.17",$127.20,,,,
CALAVERAS,Infant,2014-10,109,291,"$13,905.22",$127.57,,,,
CALAVERAS,Infant,2014-11,116,307,"$14,110.35",$121.64,,,,
CALAVERAS,Infant,2014-12,120,297,"$14,168.65",$118.07,,,,
CALAVERAS,Infant,2015-01,113,303,"$14,390.44",$127.35,,,,
CALAVERAS,Infant,2015-02,115,295,"$12,975.63",$112.83,,,,
CALAVERAS,Infant,2015-03,99,256,"$12,077.69",$122.00,,,,
CALAVERAS,Infant,2015-04,111,283,"$13,215.08",$119.05,,,,
CALAVERAS,Infant,2015-05,98,254,"$11,927.54",$121.71,,,,
CALAVERAS,Infant,2015-06,114,296,"$13,176.43",$115.58,,,,
CALAVERAS,Infant,2015-07,109,277,"$12,231.26",$112.21,,,,
CALAVERAS,Infant,2015-08,110,288,"$11,958.99",$108.72,,,,
CALAVERAS,Infant,2015-09,104,268,"$11,331.87",$108.96,,,,
CALAVERAS,Infant,2015-10,102,268,"$12,516.35",$122.71,,,,
CALAVERAS,Infant,2015-11,97,244,"$11,248.56",$115.96,,,,
CALAVERAS,Infant,2015-12,91,220,"$11,625.35",$127.75,,,,
CALAVERAS,Infant,2016-01,90,222,"$11,224.48",$124.72,,,,
CALAVERAS,Infant,2016-02,94,214,"$10,674.42",$113.56,,,,
CALAVERAS,Infant,2016-03,79,185,"$9,301.18",$117.74,,,,
CALAVERAS,Infant,2016-04,91,223,"$9,738.71",$107.02,,,,
CALAVERAS,Infant,2016-05,86,217,"$10,079.41",$117.20,,,,
CALAVERAS,Infant,2016-06,85,222,"$10,745.39",$126.42,,,,
CALAVERAS,Infant,2016-07,92,228,"$11,944.66",$129.83,,,,
CALAVERAS,Infant,2016-08,90,216,"$12,390.13",$137.67,,,,
CALAVERAS,Infant,2016-09,86,199,"$11,399.75",$132.56,,,,
CALAVERAS,Infant,2016-10,83,207,"$11,246.99",$135.51,,,,
CALAVERAS,Infant,2016-11,103,273,"$12,995.73",$126.17,,,,
CALAVERAS,Infant,2016-12,95,237,"$11,072.69",$116.55,,,,
CALAVERAS,Non-Breastfeeding Mother,2010-01,32,81,"$1,366.75",$42.71,,,,
CALAVERAS,Non-Breastfeeding Mother,2010-02,33,87,"$1,352.31",$40.98,,,,
CALAVERAS,Non-Breastfeeding Mother,2010-03,37,95,"$1,522.47",$41.15,,,,
CALAVERAS,Non-Breastfeeding Mother,2010-04,37,91,"$1,394.74",$37.70,,,,
CALAVERAS,Non-Breastfeeding Mother,2010-05,47,119,"$1,676.98",$35.68,,,,
CALAVERAS,Non-Breastfeeding Mother,2010-06,37,98,"$1,327.06",$35.87,,,,
CALAVERAS,Non-Breastfeeding Mother,2010-07,48,113,"$1,597.79",$33.29,,,,
CALAVERAS,Non-Breastfeeding Mother,2010-08,40,99,"$1,384.47",$34.61,,,,
CALAVERAS,Non-Breastfeeding Mother,2010-09,50,120,"$1,723.99",$34.48,,,,
CALAVERAS,Non-Breastfeeding Mother,2010-10,39,94,"$1,329.70",$34.09,,,,
CALAVERAS,Non-Breastfeeding Mother,2010-11,40,92,"$1,313.79",$32.84,,,,
CALAVERAS,Non-Breastfeeding Mother,2010-12,47,119,"$1,690.19",$35.96,,,,
CALAVERAS,Non-Breastfeeding Mother,2011-01,47,114,"$1,609.88",$34.25,,,,
CALAVERAS,Non-Breastfeeding Mother,2011-02,44,116,"$1,619.69",$36.81,,,,
CALAVERAS,Non-Breastfeeding Mother,2011-03,42,110,"$1,551.47",$36.94,,,,
CALAVERAS,Non-Breastfeeding Mother,2011-04,35,77,"$1,159.67",$33.13,,,,
CALAVERAS,Non-Breastfeeding Mother,2011-05,42,98,"$1,469.31",$34.98,,,,
CALAVERAS,Non-Breastfeeding Mother,2011-06,49,121,"$1,764.99",$36.02,,,,
CALAVERAS,Non-Breastfeeding Mother,2011-07,42,105,"$1,589.51",$37.85,,,,
CALAVERAS,Non-Breastfeeding Mother,2011-08,42,103,"$1,565.55",$37.28,,,,
CALAVERAS,Non-Breastfeeding Mother,2011-09,39,97,"$1,479.73",$37.94,,,,
CALAVERAS,Non-Breastfeeding Mother,2011-10,40,103,"$1,579.31",$39.48,,,,
CALAVERAS,Non-Breastfeeding Mother,2011-11,35,82,"$1,287.56",$36.79,,,,
CALAVERAS,Non-Breastfeeding Mother,2011-12,26,71,"$1,125.78",$43.30,,,,
CALAVERAS,Non-Breastfeeding Mother,2012-01,34,79,"$1,231.72",$36.23,,,,
CALAVERAS,Non-Breastfeeding Mother,2012-02,38,92,"$1,396.05",$36.74,,,,
CALAVERAS,Non-Breastfeeding Mother,2012-03,33,80,"$1,213.14",$36.76,,,,
CALAVERAS,Non-Breastfeeding Mother,2012-04,41,100,"$1,498.56",$36.55,,,,
CALAVERAS,Non-Breastfeeding Mother,2012-05,35,87,"$1,272.49",$36.36,,,,
CALAVERAS,Non-Breastfeeding Mother,2012-06,40,95,"$1,483.02",$37.08,,,,
CALAVERAS,Non-Breastfeeding Mother,2012-07,36,87,"$1,343.85",$37.33,,,,
CALAVERAS,Non-Breastfeeding Mother,2012-08,35,88,"$1,370.96",$39.17,,,,
CALAVERAS,Non-Breastfeeding Mother,2012-09,35,84,"$1,336.49",$38.19,,,,
CALAVERAS,Non-Breastfeeding Mother,2012-10,41,104,"$1,630.73",$39.77,,,,
CALAVERAS,Non-Breastfeeding Mother,2012-11,36,91,"$1,455.20",$40.42,,,,
CALAVERAS,Non-Breastfeeding Mother,2012-12,34,86,"$1,375.61",$40.46,,,,
CALAVERAS,Non-Breastfeeding Mother,2013-01,40,102,"$1,558.60",$38.97,,,,
CALAVERAS,Non-Breastfeeding Mother,2013-02,36,91,"$1,396.43",$38.79,,,,
CALAVERAS,Non-Breastfeeding Mother,2013-03,25,61,$999.40,$39.98,,,,
CALAVERAS,Non-Breastfeeding Mother,2013-04,24,52,$811.20,$33.80,,,,
CALAVERAS,Non-Breastfeeding Mother,2013-05,25,61,$954.10,$38.16,,,,
CALAVERAS,Non-Breastfeeding Mother,2013-06,25,66,"$1,001.85",$40.07,,,,
CALAVERAS,Non-Breastfeeding Mother,2013-07,28,70,"$1,111.34",$39.69,,,,
CALAVERAS,Non-Breastfeeding Mother,2013-08,27,72,"$1,102.11",$40.82,,,,
CALAVERAS,Non-Breastfeeding Mother,2013-09,34,86,"$1,371.50",$40.34,,,,
CALAVERAS,Non-Breastfeeding Mother,2013-10,40,95,"$1,473.04",$36.83,,,,
CALAVERAS,Non-Breastfeeding Mother,2013-11,36,87,"$1,413.52",$39.26,,,,
CALAVERAS,Non-Breastfeeding Mother,2013-12,35,90,"$1,496.71",$42.76,,,,
CALAVERAS,Non-Breastfeeding Mother,2014-01,31,79,"$1,305.05",$42.10,,,,
CALAVERAS,Non-Breastfeeding Mother,2014-02,34,94,"$1,535.91",$45.17,,,,
CALAVERAS,Non-Breastfeeding Mother,2014-03,32,82,"$1,367.05",$42.72,,,,
CALAVERAS,Non-Breastfeeding Mother,2014-04,36,90,"$1,442.94",$40.08,,,,
CALAVERAS,Non-Breastfeeding Mother,2014-05,32,86,"$1,415.73",$44.24,,,,
CALAVERAS,Non-Breastfeeding Mother,2014-06,40,96,"$1,542.31",$38.56,,,,
CALAVERAS,Non-Breastfeeding Mother,2014-07,28,66,"$1,064.64",$38.02,,,,
CALAVERAS,Non-Breastfeeding Mother,2014-08,26,66,"$1,083.25",$41.66,,,,
CALAVERAS,Non-Breastfeeding Mother,2014-09,27,66,"$1,080.71",$40.03,,,,
CALAVERAS,Non-Breastfeeding Mother,2014-10,33,77,"$1,263.92",$38.30,,,,
CALAVERAS,Non-Breastfeeding Mother,2014-11,37,89,"$1,442.56",$38.99,,,,
CALAVERAS,Non-Breastfeeding Mother,2014-12,31,73,"$1,222.06",$39.42,,,,
CALAVERAS,Non-Breastfeeding Mother,2015-01,30,75,"$1,200.06",$40.00,,,,
CALAVERAS,Non-Breastfeeding Mother,2015-02,23,57,$928.63,$40.38,,,,
CALAVERAS,Non-Breastfeeding Mother,2015-03,34,81,"$1,273.54",$37.46,,,,
CALAVERAS,Non-Breastfeeding Mother,2015-04,35,86,"$1,398.11",$39.95,,,,
CALAVERAS,Non-Breastfeeding Mother,2015-05,39,101,"$1,570.15",$40.26,,,,
CALAVERAS,Non-Breastfeeding Mother,2015-06,39,91,"$1,447.25",$37.11,,,,
CALAVERAS,Non-Breastfeeding Mother,2015-07,32,75,"$1,270.07",$39.69,,,,
CALAVERAS,Non-Breastfeeding Mother,2015-08,30,75,"$1,156.90",$38.56,,,,
CALAVERAS,Non-Breastfeeding Mother,2015-09,23,60,$896.60,$38.98,,,,
CALAVERAS,Non-Breastfeeding Mother,2015-10,31,66,"$1,080.42",$34.85,,,,
CALAVERAS,Non-Breastfeeding Mother,2015-11,29,73,"$1,256.20",$43.32,,,,
CALAVERAS,Non-Breastfeeding Mother,2015-12,26,70,"$1,176.96",$45.27,,,,
CALAVERAS,Non-Breastfeeding Mother,2016-01,27,66,"$1,073.91",$39.77,,,,
CALAVERAS,Non-Breastfeeding Mother,2016-02,24,59,$922.44,$38.44,,,,
CALAVERAS,Non-Breastfeeding Mother,2016-03,23,49,$781.61,$33.98,,,,
CALAVERAS,Non-Breastfeeding Mother,2016-04,23,57,$932.46,$40.54,,,,
